index,dms_origin,city_origin,state_origin,dms_dest,city_dest,state_dest,category,mode,total_ktons,total_ton_mile,total_m_dollar
153559,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Rest of IN,none,Indiana,Misc. mfg. prods.,Truck,6.772,6.2451,34.1066
315361,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Washington DC-VA-MD-WV (DC Part),Washington DC,District of Columbia,Articles-base metal,Truck,5.7364,0.9666,2.9772
143777,Louisville KY-IN (KY Part),Louisville,Kentucky,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Alcoholic beverages,Truck,7.7167,5.6653,39.811
333291,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Newsprint/paper,Truck,0.1525,0.0329,0.0495
45679,Denver CO,Denver,Colorado,Kansas City MO-KS (MO Part),Kansas City,Missouri,Nonmetal min. prods.,Truck,19.364,12.5807,359.0
372384,El Paso TX-NM (TX Part),El Paso,Texas,Idaho,none,Idaho,Other ag prods.,Truck,0.0494,0.0794,0.3992
111759,Chicago IL-IN-WI (IN Part),Chicago,Indiana,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Machinery,Multiple modes & mail,0.0413,0.0121,0.8507
277401,North Dakota,none,North Dakota,Rest of MN,none,Minnesota,Electronics,Multiple modes & mail,1.3,0.6226,14.373
47758,Rest of CO,none,Colorado,Phoenix AZ,Phoenix,Arizona,Animal feed,Truck,36.0,27.4904,10.059
177825,Detroit MI,Detroit,Michigan,Miami FL,Miami,Florida,Textiles/leather,Multiple modes & mail,0.1303,0.1788,0.8725
255234,Rochester NY,Rochester,New York,Atlanta GA,Atlanta,Georgia,Motorized vehicles,Truck,0.2657,0.2726,0.3121
88144,Rest of GA,none,Georgia,Phoenix AZ,Phoenix,Arizona,Electronics,Truck,5.9487,11.4826,27.7009
397520,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Hartford CT,Hartford,Connecticut,Furniture,Truck,0.1786,0.0893,0.7225
398759,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Rochester NY,Rochester,New York,Furniture,Truck,0.0809,0.0436,0.3273
106182,Rest of IL,none,Illinois,Miami FL,Miami,Florida,Plastics/rubber,Truck,6.3362,7.9366,9.9434
237211,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Los Angeles CA,Los Angeles,California,Milled grain prods.,Truck,27.943,76.757,60.621
5605,Rest of AL,none,Alabama,Denver CO,Denver,Colorado,Plastics/rubber,Truck,0.1612,0.2268,0.2912
117141,Fort Wayne IN,Fort Wayne,Indiana,Idaho,none,Idaho,Coal-n.e.c.,Truck,0.0213,0.0362,0.0052
264309,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Oklahoma City OK,Oklahoma City,Oklahoma,Articles-base metal,Truck,1.6909,1.8557,4.9952
82177,Atlanta GA,Atlanta,Georgia,Idaho,none,Idaho,Furniture,Truck,0.146,0.3387,0.5907
42424,Rest of CA,none,California,Rest of NV,none,Nevada,Chemical prods.,Truck,1.9976,1.1545,25.201999999999998
388518,Salt Lake City UT,Salt Lake City,Utah,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Misc. mfg. prods.,Multiple modes & mail,0.1884,0.4778,0.2807
233366,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Chicago IL-IN-WI (IN Part),Chicago,Indiana,Mixed freight,Truck,0.0466,0.0355,0.1201
367805,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Washington DC-VA-MD-WV (DC Part),Washington DC,District of Columbia,Furniture,Truck,0.1598,0.2182,2.3836
25745,Los Angeles CA,Los Angeles,California,Oklahoma City OK,Oklahoma City,Oklahoma,Chemical prods.,Air (include truck-air),1e-06,1.37e-06,0.5206
248032,Buffalo NY  CFS Area,Buffalo,New York,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Wood prods.,Truck,4.9774,1.8797,13.710999999999999
146823,Rest of KY,none,Kentucky,Louisville KY-IN (KY Part),Louisville,Kentucky,Nonmetal min. prods.,Truck,101.745,27.0521,38.986999999999995
190781,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Iowa,none,Iowa,Nonmetal min. prods.,Truck,2251.9299,885.4948,1242.7379
166735,Rest of MD,none,Maryland,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Newsprint/paper,Multiple modes & mail,0.0001,0.0,0.0132
127725,Iowa,none,Iowa,South Dakota,none,South Dakota,Plastics/rubber,Multiple modes & mail,0.2271,0.1142,1.025
140504,Cincinnati OH-KY-IN (KY Part),Cincinnati,Kentucky,Rest of NH,none,New Hampshire,Motorized vehicles,Truck,0.0991,0.0899,0.379
26966,Los Angeles CA,Los Angeles,California,Salt Lake City UT,Salt Lake City,Utah,Motorized vehicles,Truck,159.907,121.8579,772.4508
156398,Rest of LA,none,Louisiana,Baltimore MD,Baltimore,Maryland,Newsprint/paper,Truck,0.032,0.0379,0.0152
282547,Cincinnati OH-KY-IN (OH Part),Cincinnati,Ohio,Rest of VA,none,Virginia,Nonmetal min. prods.,Truck,0.9034,0.4712,1.1638
206181,St. Louis MO-IL (MO Part),St. Louis,Missouri,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Base metals,Multiple modes & mail,0.0981,0.0275,0.2011
409257,Seattle WA,Seattle,Washington,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Misc. mfg. prods.,Multiple modes & mail,0.1778,0.5752,0.2848
391049,Rest of UT,none,Utah,Rest of TX,none,Texas,Machinery,Multiple modes & mail,0.0001,0.0001,0.1272
318817,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Houston TX,Houston,Texas,Base metals,Truck,26.0,41.056000000000004,222.204
395435,Richmond VA,Richmond,Virginia,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Electronics,Truck,1.9062,1.0888,2.8021
286022,Cleveland OH,Cleveland,Ohio,Columbus OH,Columbus,Ohio,Plastics/rubber,Multiple modes & mail,0.322,0.0456,15.013
119219,Fort Wayne IN,Fort Wayne,Indiana,Beaumont TX,Beaumont,Texas,Electronics,Multiple modes & mail,0.0254,0.0284,0.685
33039,San Diego CA,San Diego,California,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Nonmetal min. prods.,Multiple modes & mail,0.0001,0.0002,0.5992
156987,Rest of LA,none,Louisiana,Rest of NC,none,North Carolina,Basic chemicals,Truck,2.3698,2.2562,4.2131
397977,Virginia Beach-Norfolk VA-NC (VA Part),Virginia Beach,Virginia,Rest of IN,none,Indiana,Mixed freight,Truck,0.1353,0.1014,0.3484
374507,Houston TX,Houston,Texas,Savannah GA,Savannah,Georgia,Machinery,Truck,0.7584,0.7443,16.0
319368,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Milwaukee WI,Milwaukee,Wisconsin,Misc. mfg. prods.,Truck,0.0548,0.0474,0.2546
199611,Mississippi,none,Mississippi,Rest of MD,none,Maryland,Other ag prods.,Truck,0.0001,0.0001,0.0095
147527,Rest of KY,none,Kentucky,Rest of MO,none,Missouri,Textiles/leather,Multiple modes & mail,0.5502,0.3452,20.0
45210,Denver CO,Denver,Colorado,Louisville KY-IN (KY Part),Louisville,Kentucky,Motorized vehicles,Truck,0.0016,0.0019,0.0087
424970,Rest of WI,none,Wisconsin,Louisville KY-IN (KY Part),Louisville,Kentucky,Motorized vehicles,Multiple modes & mail,0.1943,0.1037,0.937
103284,St. Louis MO-IL (IL Part),St. Louis,Illinois,Rest of CO,none,Colorado,Coal-n.e.c.,Truck,31.0,32.9121,80.795
172668,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Tulsa OK,Tulsa,Oklahoma,Precision instruments,Multiple modes & mail,0.0942,0.155,11.347999999999999
299218,Oklahoma City OK,Oklahoma City,Oklahoma,Phoenix AZ,Phoenix,Arizona,Machinery,Truck,0.2244,0.2252,6.2099
325965,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Knoxville TN,Knoxville,Tennessee,Furniture,Multiple modes & mail,0.0961,0.0751,0.0065
136137,Rest of KS,none,Kansas,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Misc. mfg. prods.,Multiple modes & mail,0.0001,0.0001,0.0127
275206,Rest of NC,none,North Carolina,Rest of OK,none,Oklahoma,Articles-base metal,Truck,0.0111,0.0148,0.2976
376317,Houston TX,Houston,Texas,Cleveland OH,Cleveland,Ohio,Misc. mfg. prods.,Truck,0.3122,0.4263,1.8159
349232,Memphis TN-MS-AR (TN Part),Memphis,Tennessee,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Nonmetal min. prods.,Truck,0.1672,0.17600000000000002,0.4162
376194,Houston TX,Houston,Texas,Rest of NC,none,North Carolina,Plastics/rubber,Multiple modes & mail,0.0022,0.0022,0.4219
81487,Atlanta GA,Atlanta,Georgia,Rest of CO,none,Colorado,Wood prods.,Multiple modes & mail,0.025,0.0385,0.0752
158485,Maine,none,Maine,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Motorized vehicles,Truck,0.0048,0.0029,0.0261
112047,Chicago IL-IN-WI (IN Part),Chicago,Indiana,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Chemical prods.,Multiple modes & mail,0.0001,0.0,0.006
95053,Idaho,none,Idaho,Rest of MD,none,Maryland,Wood prods.,Rail,8.7795,22.2927,6.0356
240597,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Seattle WA,Seattle,Washington,Mixed freight,Truck,0.3629,1.0598,1.1379
124402,Iowa,none,Iowa,Rest of CA,none,California,Motorized vehicles,Multiple modes & mail,0.2194,0.3573,0.9709
340745,Rest of SC,none,South Carolina,Arkansas,none,Arkansas,Pharmaceuticals,Multiple modes & mail,0.0001,0.0001,0.4756
305313,Rest of OK,none,Oklahoma,San Francisco CA,San Francisco,California,Animal feed,Truck,5.5077,8.9897,6.5005
302956,Tulsa OK,Tulsa,Oklahoma,Rest of KS,none,Kansas,Electronics,Multiple modes & mail,0.0679,0.0287,3.7118
209524,Rest of MO,none,Missouri,Sacramento CA,Sacramento,California,Other foodstuffs,Truck,22.0,45.4782,33.795
155464,Rest of LA,none,Louisiana,San Francisco CA,San Francisco,California,Printed prods.,Multiple modes & mail,0.0865,0.1836,0.11900000000000001
51641,Hartford CT,Hartford,Connecticut,Orlando FL,Orlando,Florida,Nonmetal min. prods.,Air (include truck-air),0.0001,0.0001,0.0053
215806,Omaha NE-IA (NE Part),Omaha,Nebraska,Rest of CO,none,Colorado,Nonmetal min. prods.,Multiple modes & mail,0.0011,0.0006,0.0282
264835,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Knoxville TN,Knoxville,Tennessee,Misc. mfg. prods.,Truck,7.2743,1.3012,27.9266
401734,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Plastics/rubber,Truck,0.2029,0.0944,0.9767
244650,Albany NY  CFS Area,Albany,New York,Rest of NV,none,Nevada,Misc. mfg. prods.,Truck,0.0007,0.0019,0.0035
319674,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Sacramento CA,Sacramento,California,Plastics/rubber,Multiple modes & mail,0.1288,0.3284,0.5947
156004,Rest of LA,none,Louisiana,Iowa,none,Iowa,Milled grain prods.,Rail,89.226,99.2179,27.962
156658,Rest of LA,none,Louisiana,St. Louis MO-IL (MO Part),St. Louis,Missouri,Coal-n.e.c.,Rail,40.0,41.9362,45.01
65466,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Rest of MN,none,Minnesota,Articles-base metal,Truck,0.6318,1.0978,1.2013
7472,Rest of AL,none,Alabama,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Wood prods.,Multiple modes & mail,0.0922,0.0457,0.1292
374664,Houston TX,Houston,Texas,St. Louis MO-IL (IL Part),St. Louis,Illinois,Machinery,Multiple modes & mail,0.0001,0.0001,0.0205
167547,Rest of MD,none,Maryland,Rest of MA,none,Massachusetts,Newsprint/paper,Truck,4.6373,2.4849,5.7405
74036,Orlando FL,Orlando,Florida,West Virginia,none,West Virginia,Motorized vehicles,Multiple modes & mail,0.0025,0.0023,0.0678
308224,Portland OR-WA (OR Part),Portland,Oregon,San Diego CA,San Diego,California,Transport equip.,Air (include truck-air),0.1095,0.0992,7.4254
45933,Denver CO,Denver,Colorado,Rest of NV,none,Nevada,Misc. mfg. prods.,Multiple modes & mail,0.1006,0.0926,2.3225
206601,St. Louis MO-IL (MO Part),St. Louis,Missouri,Rest of KS,none,Kansas,Textiles/leather,Multiple modes & mail,0.0985,0.0463,0.3054
130241,Kansas City MO-KS (KS Part),Kansas City,Kansas,Maine,none,Maine,Furniture,Truck,0.0217,0.0387,0.0879
391354,Rest of UT,none,Utah,Wyoming,none,Wyoming,Fertilizers,Truck,0.1534,0.0748,0.8942
202501,Kansas City MO-KS (MO Part),Kansas City,Missouri,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Precision instruments,Truck,0.1651,0.0711,0.2489
383978,Rest of TX,none,Texas,Rest of OH,none,Ohio,Electronics,Multiple modes & mail,2.8606,3.2038,92.26
394426,Richmond VA,Richmond,Virginia,Arkansas,none,Arkansas,Paper articles,Truck,0.6024,0.6021,6.1901
91077,Rest of GA,none,Georgia,Nashville TN,Nashville,Tennessee,Transport equip.,Truck,0.2468,0.0883,1.8031
187048,Rest of MI,none,Mississippi,Grand Rapids MI,Grand Rapids,Michigan,Mixed freight,Truck,613.405,58.0474,1942.5391
83396,Atlanta GA,Atlanta,Georgia,St. Louis MO-IL (MO Part),St. Louis,Missouri,Precision instruments,Truck,0.1421,0.0979,4.8879
365542,Beaumont TX,Beaumont,Texas,Laredo TX,Laredo,Texas,Furniture,Truck,0.0144,0.0065,0.0583
357153,Knoxville TN,Knoxville,Tennessee,Rest of UT,none,Utah,Electronics,Truck,0.0018,0.0034,0.0243
412190,Portland OR-WA (WA Part),Portland,Washington,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Base metals,Truck,37.857,84.7489,45.998000000000005
233761,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Printed prods.,Multiple modes & mail,0.1614,0.2235,2.0695
220359,Rest of NE,none,Nebraska,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Printed prods.,Multiple modes & mail,0.0963,0.1521,1.0498
262984,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Rest of KY,none,Kentucky,Articles-base metal,Truck,2.0,1.0802,9.0
29765,Sacramento CA,Sacramento,California,Beaumont TX,Beaumont,Texas,Plastics/rubber,Multiple modes & mail,0.1621,0.3533,0.585
156258,Rest of LA,none,Louisiana,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Milled grain prods.,Truck,17.148,3.1776,57.391000000000005
379484,San Antonio TX,San Antonio,Texas,New Orleans LA-MS (LA Part),New Orleans,Louisiana,Textiles/leather,Multiple modes & mail,0.0811,0.0456,0.17800000000000002
77437,Rest of FL,none,Florida,Birmingham AL,Birmingham,Alabama,Mixed freight,Truck,11.4196,8.3203,38.9542
368916,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Rest of LA,none,Louisiana,Precision instruments,Multiple modes & mail,0.7245,0.2091,152.095
78163,Rest of FL,none,Florida,Tampa FL,Tampa,Florida,Machinery,Multiple modes & mail,0.2609,0.0433,7.0118
33641,San Francisco CA,San Francisco,California,Rest of AL,none,Alabama,Chemical prods.,Truck,0.2004,0.4821,1.0439
49362,Rest of CO,none,Colorado,Omaha NE-IA (NE Part),Omaha,Nebraska,Alcoholic beverages,Truck,33.88,22.4227,38.077
82399,Atlanta GA,Atlanta,Georgia,Rest of IN,none,Indiana,Live animals/fish,Multiple modes & mail,0.0001,0.0,4.4718
11364,Phoenix AZ,Phoenix,Arizona,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Misc. mfg. prods.,Air (include truck-air),0.0001,0.0002,2.6291
66793,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Rest of VA,none,Virginia,Printed prods.,Truck,1.5959,1.0422,2.6627
79052,Rest of FL,none,Florida,Grand Rapids MI,Grand Rapids,Michigan,Chemical prods.,Truck,0.89,1.1001,7.1854
409681,Seattle WA,Seattle,Washington,Salt Lake City UT,Salt Lake City,Utah,Logs,Truck,0.0166,0.0146,0.4721
222628,Las Vegas NV-AZ (NV Part),Las Vegas,Nevada,Rest of LA,none,Louisiana,Printed prods.,Multiple modes & mail,0.1504,0.3055,0.2501
171812,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Rest of NH,none,New Hampshire,Wood prods.,Truck,44.163000000000004,4.2916,19.727
292002,Dayton OH,Dayton,Ohio,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Newsprint/paper,Truck,0.0151,0.0134,0.0575
22025,Los Angeles CA,Los Angeles,California,Los Angeles CA,Los Angeles,California,Base metals,Multiple modes & mail,3.7385,0.2652,241.11599999999999
230693,Rest of NH,none,New Hampshire,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Furniture,Truck,0.0205,0.0295,0.0828
374301,Houston TX,Houston,Texas,Jacksonville FL-GA  CFS Area (FL Part),Jacksonville,Florida,Mixed freight,Truck,2.0868,1.9327,6.8896
58462,Rest of CT,none,Connecticut,Louisville KY-IN (KY Part),Louisville,Kentucky,Articles-base metal,Truck,1.9480000000000002,1.7656,11.107999999999999
420448,Milwaukee WI,Milwaukee,Wisconsin,Baltimore MD,Baltimore,Maryland,Base metals,Multiple modes & mail,0.0062,0.0056,0.0001
263484,Charlotte NC-SC (NC Part),Charlotte,North Carolina,St. Louis MO-IL (MO Part),St. Louis,Missouri,Waste/scrap,Truck,3.2977,2.4012,7.7067
354345,Nashville TN,Nashville,Tennessee,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Electronics,Air (include truck-air),0.0853,0.0464,0.2601
40240,Fresno CA,Fresno,California,Austin TX,Austin,Texas,Motorized vehicles,Truck,0.0022,0.0036,0.0123
170673,Boston MA-RI-NH-CT (MA Part),Boston,Massachusetts,Iowa,none,Iowa,Machinery,Multiple modes & mail,0.1396,0.1766,8.86
323587,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Rest of CA,none,California,Furniture,Truck,0.017,0.045,0.0689
316463,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Base metals,Multiple modes & mail,0.0001,0.0,0.0094
258004,Rest of NY,none,New York,Tucson AZ,Tucson,Arizona,Electronics,Air (include truck-air),0.0916,0.196,0.3655
414375,Rest of WA,none,Washington,Buffalo NY  CFS Area,Buffalo,New York,Precision instruments,Multiple modes & mail,0.0001,0.0003,0.4052
198097,Mississippi,none,Mississippi,Mobile AL,Mobile,Alabama,Pharmaceuticals,Multiple modes & mail,0.1752,0.028999999999999998,1.0195
367925,Dallas-Fort Worth TX-OK (TX Part),Dallas-Fort Worth,Texas,Orlando FL,Orlando,Florida,Base metals,Multiple modes & mail,0.0001,0.0001,0.0698
210780,Rest of MO,none,Missouri,Baltimore MD,Baltimore,Maryland,Misc. mfg. prods.,Multiple modes & mail,0.1004,0.1129,0.3319
4768,Mobile AL,Mobile,Alabama,Knoxville TN,Knoxville,Tennessee,Other ag prods.,Truck,0.3056,0.1577,0.2766
46232,Denver CO,Denver,Colorado,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Precision instruments,Multiple modes & mail,0.0553,0.106,8.0
118841,Fort Wayne IN,Fort Wayne,Indiana,Portland OR-WA (OR Part),Portland,Oregon,Articles-base metal,Truck,7.9526,18.565,18.939
100252,Chicago IL-IN-WI (IL Part),Chicago,Illinois,Rest of NH,none,New Hampshire,Printed prods.,Multiple modes & mail,0.1003,0.1074,0.23399999999999999
341050,Rest of SC,none,South Carolina,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Machinery,Truck,0.2417,0.2217,2.149
340760,Rest of SC,none,South Carolina,Arkansas,none,Arkansas,Machinery,Air (include truck-air),0.0528,0.0368,0.2845
389685,Rest of UT,none,Utah,San Diego CA,San Diego,California,Articles-base metal,Truck,0.0192,0.013000000000000001,0.7622
219299,Rest of NE,none,Nebraska,St. Louis MO-IL (IL Part),St. Louis,Illinois,Electronics,Truck,0.0009,0.0005,0.0119
275576,Rest of NC,none,North Carolina,South Dakota,none,South Dakota,Textiles/leather,Multiple modes & mail,0.0773,0.1009,4.9335
15624,Rest of AZ,none,Arizona,Los Angeles CA,Los Angeles,California,Paper articles,Truck,68.985,33.2296,114.70299999999999
320455,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Rest of IN,none,Indiana,Textiles/leather,Multiple modes & mail,0.2861,0.1244,11.79
147405,Rest of KY,none,Kentucky,Mississippi,none,Mississippi,Newsprint/paper,Truck,29.755,19.3363,15.249
69208,Miami FL,Miami,Florida,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Plastics/rubber,Multiple modes & mail,0.1037,0.1232,0.3579
342515,Rest of SC,none,South Carolina,Boston MA-RI-NH-CT (NH Part),Boston,New Hampshire,Textiles/leather,Truck,0.5727,0.5628,8.0
334523,Boston MA-RI-NH-CT (RI Part),Boston,Rhode Island,Rest of VA,none,Virginia,Misc. mfg. prods.,Truck,0.1203,0.0826,1.2076
291124,Columbus OH,Columbus,Ohio,Laredo TX,Laredo,Texas,Articles-base metal,Truck,7.2104,11.0528,15.353
336015,Charleston SC,Charleston,South Carolina,Albany NY  CFS Area,Albany,New York,Precision instruments,Truck,0.0001,0.0001,0.8419
189961,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Philadelphia PA-NJ-DE-MD (DE Part),Philadelphia,Delaware,Pharmaceuticals,Multiple modes & mail,0.0001,0.0001,0.9501
208319,St. Louis MO-IL (MO Part),St. Louis,Missouri,New York NY-NJ-CT-PA (PA Part),New York,Pennsylvania,Plastics/rubber,Truck,0.3662,0.3443,2.2077
327096,Rest of PA,none,Pennsylvania,Hartford CT,Hartford,Connecticut,Furniture,Truck,4.4452,1.7001,6.5414
396993,Richmond VA,Richmond,Virginia,Washington DC-VA-MD-WV (VA Part),Washington DC,Virginia,Chemical prods.,Multiple modes & mail,0.0451,0.0051,0.2202
354183,Nashville TN,Nashville,Tennessee,Rest of TX,none,Texas,Other ag prods.,Truck,3.1741,3.7583,5.085
299088,Rest of OH,none,Ohio,Rest of WI,none,Wisconsin,Plastics/rubber,Rail,6.1723,3.6788,10.837
417545,West Virginia,none,West Virginia,Rest of NC,none,North Carolina,Motorized vehicles,Multiple modes & mail,0.0003,0.0001,0.0206
52514,Hartford CT,Hartford,Connecticut,St. Louis MO-IL (MO Part),St. Louis,Missouri,Printed prods.,Multiple modes & mail,0.1073,0.1242,1.1527
273183,Rest of NC,none,North Carolina,Tampa FL,Tampa,Florida,Textiles/leather,Multiple modes & mail,0.1166,0.0823,1.9725
214480,Montana,none,Montana,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Misc. mfg. prods.,Truck,0.0027,0.006999999999999999,0.0124
153064,New Orleans LA-MS (LA Part),New Orleans,Louisiana,San Diego CA,San Diego,California,Misc. mfg. prods.,Multiple modes & mail,0.0866,0.1783,0.8873
179230,Detroit MI,Detroit,Michigan,Minneapolis-St. Paul MN-WI (MN Part),Minneapolis-St. Paul,Minnesota,Articles-base metal,Truck,3.7849,2.7988,33.149
158287,Maine,none,Maine,San Francisco CA,San Francisco,California,Textiles/leather,Multiple modes & mail,0.1219,0.4106,1.8153
311495,Portland OR-WA (OR Part),Portland,Oregon,Portland OR-WA (WA Part),Portland,Washington,Animal feed,Truck,21.638,1.6280000000000001,10.582
261108,Rest of NY,none,New York,Rest of TN,none,Tennessee,Articles-base metal,Multiple modes & mail,0.0812,0.0613,0.4792
424235,Rest of WI,none,Wisconsin,Savannah GA,Savannah,Georgia,Chemical prods.,Truck,0.9077,1.2551,4.9751
125786,Iowa,none,Iowa,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Printed prods.,Truck,0.2392,0.2585,1.0798
137655,Rest of KS,none,Kansas,New York NY-NJ-CT-PA (NY Part),New York,New York,Misc. mfg. prods.,Multiple modes & mail,0.0969,0.1505,2.1304
174430,Rest of MA,none,Massachusetts,New York NY-NJ-CT-PA (CT Part),New York,Connecticut,Nonmetal min. prods.,Multiple modes & mail,0.0001,0.0,0.5585
322276,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Nonmetallic minerals,Multiple modes & mail,0.2042,0.0078,0.3944
177092,Detroit MI,Detroit,Michigan,Birmingham AL,Birmingham,Alabama,Printed prods.,Multiple modes & mail,0.1682,0.1305,1.0244
143268,Louisville KY-IN (KY Part),Louisville,Kentucky,Washington DC-VA-MD-WV (MD Part),Washington DC,Maryland,Printed prods.,Truck,0.1875,0.1155,3.0959
89120,Rest of GA,none,Georgia,Indianapolis IN,Indianapolis,Indiana,Fertilizers,Truck,7.0683,6.3728,9.9836
35447,San Francisco CA,San Francisco,California,Lake Charles LA,Lake Charles,Louisiana,Misc. mfg. prods.,Multiple modes & mail,0.1758,0.3793,2.0912
232955,New York NY-NJ-CT-PA (NJ Part),New York,New Jersey,Tampa FL,Tampa,Florida,Wood prods.,Truck,0.8042,0.9047,4.8352
211273,Rest of MO,none,Missouri,Montana,none,Montana,Misc. mfg. prods.,Truck,0.9152,1.4349,5.4993
239811,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Pittsburgh PA-OH-WV (PA Part),Pittsburgh,Pennsylvania,Nonmetal min. prods.,Multiple modes & mail,0.1228,0.0494,2.6812
85856,Atlanta GA,Atlanta,Georgia,West Virginia,none,West Virginia,Nonmetal min. prods.,Multiple modes & mail,0.17,0.0899,2.9315
252051,New York NY-NJ-CT-PA (NY Part),New York,New York,Kansas City MO-KS (MO Part),Kansas City,Missouri,Chemical prods.,Multiple modes & mail,0.193,0.2647,5.568
358145,Rest of TN,none,Tennessee,Rest of FL,none,Florida,Pharmaceuticals,Multiple modes & mail,0.2913,0.1353,6.3193
174603,Rest of MA,none,Massachusetts,Orlando FL,Orlando,Florida,Motorized vehicles,Multiple modes & mail,0.0942,0.1262,2.293
122087,Rest of IN,none,Indiana,Philadelphia PA-NJ-DE-MD (NJ Part),Philadelphia,New Jersey,Pharmaceuticals,Truck,0.2117,0.1825,2.2645
346366,South Dakota,none,South Dakota,Oklahoma City OK,Oklahoma City,Oklahoma,Milled grain prods.,Truck,7.4505,6.7708,16.896
270851,Raleigh-Durham NC,Raleigh-Durham,North Carolina,Las Vegas NV-AZ (NV Part),Las Vegas,Nevada,Chemical prods.,Truck,24.414,59.722,121.649
126882,Iowa,none,Iowa,Charlotte NC-SC (NC Part),Charlotte,North Carolina,Paper articles,Multiple modes & mail,0.4602,0.5348,1.0934
331457,Rest of PA,none,Pennsylvania,Rest of WA,none,Washington,Nonmetal min. prods.,Multiple modes & mail,0.2069,0.5196,0.2817
316898,Philadelphia PA-NJ-DE-MD (PA Part),Philadelphia,Maryland,Kansas City MO-KS (MO Part),Kansas City,Missouri,Furniture,Multiple modes & mail,0.0001,0.0001,2.9574
256636,Rochester NY,Rochester,New York,Raleigh-Durham NC,Raleigh-Durham,North Carolina,Alcoholic beverages,Multiple modes & mail,0.0001,0.0001,0.0141
